TIME,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,ADC_48_0,ADC_48_1,ADC_48_2,ADC_48_3,PM_1,PM_25,PM_10
2020-09-02T18:53:49Z,26.73,61.20,99,0,27.59,101.71,0.00,401.00,0.208531,0.215703,0.228148,0.215211,null,null,null
2020-09-02T18:54:19Z,26.73,61.20,99,0,37.89,101.71,0.00,401.00,0.209328,0.215859,0.227102,0.213992,null,null,null
2020-09-02T18:54:49Z,26.75,61.23,99,0,40.86,101.71,0.00,401.00,0.208273,0.215250,0.226867,0.214109,null,null,null
2020-09-02T18:55:19Z,26.76,61.19,99,0,35.40,101.71,0.00,400.00,0.208445,0.215703,0.227430,0.214023,null,null,null
2020-09-02T18:55:49Z,26.76,61.19,99,0,36.41,101.72,0.00,400.00,0.208781,0.216008,0.228672,0.214703,null,null,null
2020-09-02T18:56:19Z,26.73,61.20,99,0,27.30,101.71,0.00,400.00,0.209266,0.216594,0.227289,0.213922,null,null,null
2020-09-02T18:56:49Z,26.75,61.23,99,0,41.40,101.72,0.00,400.00,0.208148,0.216844,0.227375,0.214312,null,null,null
2020-09-02T18:57:19Z,26.76,61.23,99,0,29.22,101.72,0.00,402.00,0.208781,0.215844,0.228539,0.214969,null,null,null
2020-09-02T18:57:49Z,26.73,61.22,99,0,35.73,101.72,0.00,402.00,0.207961,0.215141,0.226492,0.214250,null,null,null
2020-09-02T18:58:19Z,26.72,61.22,99,0,33.97,101.72,0.00,400.00,0.207508,0.216484,0.227437,0.214305,null,null,null
2020-09-02T18:58:49Z,26.72,61.22,99,0,41.50,101.72,0.00,400.00,0.207633,0.214781,0.226172,0.214133,null,null,null
2020-09-02T18:59:19Z,26.72,61.21,99,0,31.43,101.72,0.00,403.00,0.208055,0.216680,0.226180,0.214281,null,null,null
2020-09-02T18:59:49Z,26.72,61.20,99,0,28.45,101.72,0.00,403.00,0.209336,0.215477,0.226133,0.214273,null,null,null
2020-09-02T19:00:19Z,26.75,61.20,99,0,43.51,101.72,0.00,400.00,0.209430,0.214883,0.226656,0.214344,null,null,null
2020-09-02T19:00:49Z,26.76,61.19,99,0,38.56,101.72,0.00,400.00,0.209023,0.216289,0.227930,0.214211,null,null,null
2020-09-02T19:01:19Z,26.72,61.20,99,0,35.51,101.73,0.00,400.00,0.208687,0.216219,0.228031,0.214578,null,null,null
2020-09-02T19:01:49Z,26.73,61.16,99,0,26.41,101.72,0.00,400.00,0.208734,0.215594,0.226086,0.214523,null,null,null
2020-09-02T19:02:19Z,26.73,61.18,99,0,28.89,101.73,0.00,402.00,0.206742,0.215289,0.228719,0.214961,null,null,null
2020-09-02T19:02:49Z,26.73,61.18,99,0,30.12,101.73,0.00,402.00,0.208836,0.216117,0.227758,0.214422,null,null,null
2020-09-02T19:03:19Z,26.75,61.20,99,0,29.28,101.73,0.00,402.00,0.208312,0.215180,0.225102,0.213750,null,null,null
2020-09-02T19:03:49Z,26.75,61.21,99,0,27.66,101.73,0.00,402.00,0.207914,0.216258,0.226883,0.214719,null,null,null
2020-09-02T19:04:19Z,26.75,61.18,99,0,38.16,101.73,0.00,400.00,0.209586,0.215836,0.226617,0.213625,null,null,null
2020-09-02T19:04:49Z,26.72,61.19,99,0,29.47,101.73,0.00,400.00,0.208914,0.216391,0.225938,0.214047,null,null,null
2020-09-02T19:05:19Z,26.73,61.20,99,0,31.08,101.73,0.00,400.00,0.210820,0.216688,0.228750,0.213953,null,null,null
2020-09-02T19:05:49Z,26.72,61.18,99,0,35.06,101.74,0.00,400.00,0.208773,0.215727,0.227148,0.214141,null,null,null
2020-09-02T19:06:19Z,26.73,61.18,99,0,28.42,101.74,0.00,400.00,0.208117,0.216281,0.227703,0.214352,null,null,null
2020-09-02T19:06:49Z,26.75,61.15,99,0,27.49,101.74,0.00,400.00,0.207750,0.213992,0.227258,0.213805,null,null,null
2020-09-02T19:07:19Z,26.73,61.17,99,0,36.86,101.74,0.00,400.00,0.208312,0.215906,0.228266,0.214836,null,null,null
2020-09-02T19:07:49Z,26.73,61.20,99,0,28.06,101.74,0.00,400.00,0.209633,0.215805,0.226617,0.213766,null,null,null
2020-09-02T19:08:19Z,26.73,61.15,99,0,42.98,101.74,0.00,400.00,0.210172,0.216727,0.228547,0.214898,null,null,null
2020-09-02T19:08:49Z,26.73,61.17,99,0,30.73,101.74,0.00,400.00,0.207820,0.214781,0.226391,0.214711,null,null,null
2020-09-02T19:09:19Z,26.73,61.18,99,0,35.31,101.74,0.00,400.00,0.207383,0.215742,0.226445,0.214203,null,null,null
2020-09-02T19:09:49Z,26.76,61.15,99,0,34.41,101.74,0.00,400.00,0.209133,0.217023,0.228531,0.214789,null,null,null
2020-09-02T19:10:19Z,26.75,61.13,99,0,36.97,101.74,0.00,400.00,0.207867,0.215758,0.227914,0.214320,null,null,null
2020-09-02T19:10:49Z,26.73,61.15,99,0,32.75,101.74,0.00,400.00,0.207359,0.216828,0.225031,0.214047,null,null,null
2020-09-02T19:11:19Z,26.73,61.15,99,0,31.48,101.75,0.00,400.00,0.211180,0.216969,0.226984,0.214141,null,null,null
2020-09-02T19:11:49Z,26.72,61.15,99,0,30.40,101.74,0.00,400.00,0.207883,0.215539,0.225555,0.214570,null,null,null
2020-09-02T19:12:19Z,26.72,61.13,99,0,31.59,101.75,0.00,400.00,0.208633,0.215477,0.227258,0.214594,null,null,null
2020-09-02T19:12:49Z,26.72,61.15,99,0,32.65,101.75,0.00,400.00,0.208211,0.216227,0.226656,0.213992,null,null,null
2020-09-02T19:13:19Z,26.75,61.15,99,0,28.17,101.75,0.00,400.00,0.208289,0.216242,0.224648,0.213953,null,null,null
2020-09-02T19:13:49Z,26.73,61.17,99,0,36.33,101.75,0.00,400.00,0.207992,0.214500,0.227320,0.214906,null,null,null
2020-09-02T19:14:19Z,26.72,61.15,99,0,44.19,101.75,0.00,400.00,0.208992,0.216086,0.227281,0.214273,null,null,null
2020-09-02T19:14:49Z,26.75,61.17,99,0,36.57,101.75,0.00,400.00,0.209508,0.215539,0.228555,0.214687,null,null,null
2020-09-02T19:15:19Z,26.73,61.18,99,0,36.84,101.76,0.00,400.00,0.208555,0.215594,0.227305,0.213594,null,null,null
2020-09-02T19:15:49Z,26.75,61.17,99,0,28.63,101.75,0.00,400.00,0.209430,0.216312,0.226422,0.214844,null,null,null
2020-09-02T19:16:19Z,26.72,61.16,99,0,28.77,101.75,0.00,400.00,0.207195,0.214891,0.226852,0.213633,null,null,null
2020-09-02T19:16:49Z,26.73,61.18,99,0,29.79,101.76,0.00,400.00,0.209078,0.216320,0.227492,0.215070,null,null,null
2020-09-02T19:17:19Z,26.73,61.15,99,0,28.77,101.76,0.00,402.00,0.209844,0.216219,0.227695,0.214211,null,null,null
2020-09-02T19:17:49Z,26.72,61.18,99,0,37.14,101.75,0.00,402.00,0.209602,0.216633,0.226195,0.214195,null,null,null
2020-09-02T19:18:19Z,26.72,61.12,99,0,31.29,101.76,0.00,400.00,0.208078,0.214867,0.226586,0.214156,null,null,null
2020-09-02T19:18:49Z,26.72,61.13,99,0,30.90,101.76,0.00,400.00,0.210484,0.215547,0.226625,0.213875,null,null,null
2020-09-02T19:19:19Z,26.71,61.18,99,0,27.06,101.76,0.00,400.00,0.209312,0.215961,0.227117,0.214852,null,null,null
2020-09-02T19:19:49Z,26.75,61.15,99,0,35.30,101.76,0.00,400.00,0.208586,0.215047,0.227508,0.214859,null,null,null
2020-09-02T19:20:19Z,26.72,61.16,99,0,29.25,101.76,0.00,400.00,0.208758,0.216391,0.227141,0.214039,null,null,null
2020-09-02T19:20:49Z,26.72,61.15,99,0,33.06,101.76,0.00,400.00,0.210187,0.217539,0.227633,0.214508,null,null,null
2020-09-02T19:21:19Z,26.72,61.16,99,0,27.36,101.77,1.00,407.00,0.209203,0.216867,0.228094,0.214367,null,null,null
2020-09-02T19:21:49Z,26.73,61.12,99,0,28.17,101.76,1.00,407.00,0.207211,0.215719,0.226469,0.214008,null,null,null
2020-09-02T19:22:19Z,26.72,61.14,99,0,31.75,101.76,0.00,401.00,0.208859,0.214992,0.227453,0.214547,null,null,null
2020-09-02T19:22:49Z,26.73,61.13,99,0,44.82,101.77,0.00,401.00,0.209383,0.216555,0.225953,0.214094,null,null,null
2020-09-02T19:23:19Z,26.72,61.15,99,0,30.23,101.77,0.00,400.00,0.208227,0.216797,0.224031,0.214469,null,null,null
2020-09-02T19:23:49Z,26.73,61.08,99,0,29.87,101.77,0.00,400.00,0.210055,0.216406,0.228734,0.215203,null,null,null
2020-09-02T19:24:19Z,26.72,61.14,99,0,31.47,101.77,0.00,400.00,0.208570,0.215250,0.226945,0.214836,null,null,null
2020-09-02T19:24:49Z,26.72,61.13,99,0,26.08,101.77,0.00,400.00,0.209266,0.216805,0.226688,0.214211,null,null,null
2020-09-02T19:25:19Z,26.73,61.12,99,0,27.26,101.77,0.00,403.00,0.210539,0.216656,0.228633,0.213938,null,null,null
2020-09-02T19:25:49Z,26.72,61.15,99,0,29.54,101.77,0.00,403.00,0.208594,0.215609,0.228172,0.214258,null,null,null
2020-09-02T19:26:19Z,26.73,61.13,99,0,41.14,101.77,0.00,402.00,0.209805,0.216180,0.226695,0.214781,null,null,null
2020-09-02T19:26:49Z,26.72,61.11,99,0,30.75,101.77,0.00,402.00,0.208922,0.215813,0.227367,0.214984,null,null,null
2020-09-02T19:27:19Z,26.72,61.12,99,0,27.42,101.77,0.00,402.00,0.209492,0.216594,0.226859,0.214328,null,null,null
2020-09-02T19:27:49Z,26.72,61.12,99,0,31.28,101.78,0.00,402.00,0.208586,0.216078,0.228703,0.215109,null,null,null
2020-09-02T19:28:19Z,26.72,61.12,99,0,29.96,101.77,0.00,403.00,0.210742,0.216578,0.227352,0.214328,null,null,null
2020-09-02T19:28:49Z,26.72,61.11,99,0,28.04,101.77,0.00,403.00,0.209211,0.216742,0.227797,0.214094,null,null,null
2020-09-02T19:29:19Z,26.72,61.08,99,0,32.06,101.77,0.00,403.00,0.208898,0.216133,0.227258,0.214687,null,null,null
2020-09-02T19:29:49Z,26.73,61.10,99,0,30.08,101.77,0.00,403.00,0.208508,0.215664,0.226266,0.214383,null,null,null
2020-09-02T19:30:19Z,26.73,61.11,99,0,33.14,101.77,0.00,402.00,0.209266,0.217000,0.226633,0.213750,null,null,null
2020-09-02T19:30:49Z,26.73,61.05,99,0,35.19,101.77,0.00,402.00,0.208992,0.217000,0.228211,0.214492,null,null,null
2020-09-02T19:31:19Z,26.73,61.09,99,0,31.43,101.77,0.00,400.00,0.206219,0.215203,0.226859,0.214414,null,null,null
2020-09-02T19:31:49Z,26.73,61.11,99,0,31.24,101.77,0.00,400.00,0.209922,0.217273,0.228141,0.214930,null,null,null
2020-09-02T19:32:19Z,26.71,61.09,99,0,35.33,101.78,0.00,400.00,0.209187,0.215852,0.226734,0.213547,null,null,null
2020-09-02T19:32:49Z,26.75,61.11,99,0,43.97,101.78,0.00,400.00,0.209039,0.215898,0.227070,0.214805,null,null,null
2020-09-02T19:33:19Z,26.73,61.09,99,0,29.88,101.78,0.00,400.00,0.208133,0.216219,0.226102,0.213961,null,null,null
2020-09-02T19:33:49Z,26.71,61.10,99,0,37.48,101.78,0.00,400.00,0.209000,0.215672,0.228547,0.214820,null,null,null
2020-09-02T19:34:19Z,26.72,61.06,99,0,28.64,101.78,0.00,400.00,0.208531,0.216672,0.226977,0.214070,null,null,null
2020-09-02T19:34:49Z,26.72,61.06,99,0,30.42,101.78,0.00,400.00,0.210453,0.216281,0.227266,0.214234,null,null,null
2020-09-02T19:35:19Z,26.72,61.07,99,0,25.29,101.78,0.00,400.00,0.208602,0.216523,0.226047,0.214016,null,null,null
2020-09-02T19:35:49Z,26.72,61.06,99,0,30.02,101.78,0.00,400.00,0.207039,0.215164,0.228352,0.214531,null,null,null
2020-09-02T19:36:19Z,26.72,61.09,99,0,28.19,101.78,0.00,401.00,0.208906,0.216453,0.226234,0.214039,null,null,null
2020-09-02T19:36:49Z,26.72,61.07,99,0,34.66,101.78,0.00,401.00,0.210266,0.216648,0.228641,0.214914,null,null,null
2020-09-02T19:37:19Z,26.73,61.07,99,0,29.86,101.78,0.00,400.00,0.209242,0.215672,0.227664,0.215188,null,null,null
2020-09-02T19:37:49Z,26.72,61.05,99,0,27.82,101.78,0.00,400.00,0.209320,0.215430,0.227703,0.214813,null,null,null
2020-09-02T19:38:19Z,26.73,61.05,99,0,26.21,101.78,0.00,400.00,0.207930,0.216156,0.228523,0.213687,null,null,null
2020-09-02T19:38:49Z,26.73,61.06,99,0,34.64,101.79,0.00,400.00,0.207711,0.215438,0.227367,0.214633,null,null,null
2020-09-02T19:39:19Z,26.73,61.05,99,0,32.47,101.78,0.00,401.00,0.208922,0.216617,0.226977,0.214766,null,null,null
2020-09-02T19:39:49Z,26.73,61.07,99,0,28.92,101.79,0.00,401.00,0.208641,0.215219,0.225398,0.214609,null,null,null
2020-09-02T19:40:19Z,26.72,61.05,99,0,31.59,101.79,0.00,400.00,0.209734,0.215773,0.226555,0.215227,null,null,null
2020-09-02T19:40:49Z,26.71,61.07,99,0,32.36,101.78,0.00,400.00,0.208141,0.215984,0.227422,0.215039,null,null,null
2020-09-02T19:41:19Z,26.73,61.02,99,0,33.23,101.78,0.00,401.00,0.208539,0.215383,0.225555,0.213961,null,null,null
2020-09-02T19:41:49Z,26.75,61.02,99,0,30.48,101.78,0.00,401.00,0.208516,0.215727,0.229008,0.214937,null,null,null
2020-09-02T19:42:19Z,26.72,60.99,99,0,31.95,101.78,0.00,400.00,0.208586,0.216219,0.227234,0.214102,null,null,null
2020-09-02T19:42:49Z,26.72,61.02,99,0,33.64,101.78,0.00,400.00,0.208711,0.216086,0.227516,0.214656,null,null,null
2020-09-02T19:43:19Z,26.72,61.04,99,0,32.90,101.78,0.00,402.00,0.209523,0.217117,0.228117,0.214523,null,null,null
2020-09-02T19:43:49Z,26.73,61.04,99,0,38.04,101.79,0.00,402.00,0.209102,0.216203,0.225562,0.214602,null,null,null
2020-09-02T19:44:19Z,26.73,61.02,99,0,33.80,101.79,0.00,400.00,0.209352,0.217016,0.227367,0.214781,null,null,null
2020-09-02T19:44:49Z,26.73,61.05,99,0,28.67,101.79,0.00,400.00,0.209398,0.216508,0.227289,0.214539,null,null,null
2020-09-02T19:45:19Z,26.72,61.02,99,0,29.05,101.79,0.00,402.00,0.208375,0.216047,0.227687,0.214789,null,null,null
2020-09-02T19:45:49Z,26.72,61.04,99,0,30.29,101.78,0.00,402.00,0.208500,0.216844,0.226883,0.214180,null,null,null
2020-09-02T19:46:19Z,26.72,60.94,99,0,28.88,101.79,0.00,400.00,0.210805,0.216906,0.227031,0.214188,null,null,null
2020-09-02T19:46:49Z,26.72,61.02,99,0,39.67,101.79,0.00,400.00,0.208797,0.215414,0.227211,0.214461,null,null,null
2020-09-02T19:47:19Z,26.73,60.99,99,0,27.24,101.79,0.00,400.00,0.209086,0.216398,0.228719,0.214836,null,null,null
2020-09-02T19:47:49Z,26.72,61.00,99,0,36.90,101.79,0.00,400.00,0.207734,0.216430,0.226711,0.214648,null,null,null
2020-09-02T19:48:19Z,26.73,61.02,99,0,42.65,101.79,0.00,400.00,0.208961,0.216078,0.226164,0.214445,null,null,null
2020-09-02T19:48:49Z,26.72,60.99,99,0,28.71,101.79,0.00,400.00,0.210117,0.216656,0.226047,0.214586,null,null,null
2020-09-02T19:49:19Z,26.73,61.00,99,0,26.67,101.79,0.00,400.00,0.209680,0.216477,0.228797,0.215273,null,null,null
2020-09-02T19:49:49Z,26.73,60.99,99,0,26.26,101.79,0.00,400.00,0.208844,0.215125,0.227336,0.213883,null,null,null
2020-09-02T19:50:19Z,26.73,61.02,99,0,30.18,101.79,0.00,400.00,0.208875,0.215711,0.229062,0.214758,null,null,null
2020-09-02T19:50:49Z,26.73,60.98,99,0,32.47,101.79,0.00,400.00,0.210289,0.216914,0.228328,0.214437,null,null,null
2020-09-02T19:51:19Z,26.73,60.99,99,0,29.72,101.80,0.00,400.00,0.210445,0.216781,0.226961,0.214133,null,null,null
2020-09-02T19:51:49Z,26.72,60.98,99,0,26.24,101.79,0.00,400.00,0.209125,0.215875,0.228062,0.214906,null,null,null
2020-09-02T19:52:19Z,26.69,61.02,99,0,28.40,101.80,0.00,400.00,0.209844,0.215930,0.228250,0.215586,null,null,null
2020-09-02T19:52:49Z,26.73,60.99,99,0,30.34,101.80,0.00,400.00,0.210797,0.216227,0.228031,0.214625,null,null,null
2020-09-02T19:53:19Z,26.73,60.96,99,0,41.29,101.80,0.00,400.00,0.208445,0.215883,0.228297,0.214914,null,null,null
2020-09-02T19:53:49Z,26.72,60.98,99,0,32.49,101.80,0.00,400.00,0.209016,0.215977,0.227836,0.215023,null,null,null
2020-09-02T19:54:19Z,26.72,61.00,99,0,28.91,101.81,0.00,400.00,0.208625,0.216523,0.227391,0.215000,null,null,null
2020-09-02T19:54:49Z,26.72,60.96,99,0,36.37,101.80,0.00,400.00,0.208898,0.215711,0.226359,0.214102,null,null,null
2020-09-02T19:55:19Z,26.75,60.99,99,0,27.78,101.80,0.00,400.00,0.207586,0.216156,0.227930,0.214445,null,null,null
2020-09-02T19:55:49Z,26.75,60.94,99,0,44.31,101.81,0.00,400.00,0.209305,0.215813,0.227625,0.214344,null,null,null
2020-09-02T19:56:19Z,26.75,60.97,99,0,27.36,101.81,0.00,403.00,0.209766,0.214867,0.228437,0.215383,null,null,null
2020-09-02T19:56:49Z,26.72,60.95,99,0,28.84,101.81,0.00,403.00,0.208273,0.217391,0.228758,0.214922,null,null,null
2020-09-02T19:57:19Z,26.71,60.97,99,0,27.47,101.81,0.00,406.00,0.207148,0.216805,0.225938,0.214055,null,null,null
2020-09-02T19:57:49Z,26.73,60.96,99,0,27.28,101.80,0.00,406.00,0.209609,0.217586,0.226398,0.214344,null,null,null
2020-09-02T19:58:19Z,26.71,60.94,99,0,44.64,101.81,0.00,403.00,0.208664,0.215680,0.227039,0.213852,null,null,null
2020-09-02T19:58:49Z,26.73,60.98,99,0,27.30,101.81,0.00,403.00,0.207133,0.215258,0.228625,0.214625,null,null,null
2020-09-02T19:59:19Z,26.72,60.94,99,0,29.94,101.81,0.00,400.00,0.206852,0.216414,0.227031,0.215234,null,null,null
2020-09-02T19:59:49Z,26.73,60.95,99,0,33.01,101.81,0.00,400.00,0.210625,0.215703,0.228250,0.215406,null,null,null
2020-09-02T20:00:19Z,26.72,60.92,99,0,26.53,101.81,0.00,400.00,0.208539,0.216047,0.227789,0.214516,null,null,null
2020-09-02T20:00:49Z,26.72,60.97,99,0,27.06,101.82,0.00,400.00,0.209844,0.216258,0.227305,0.214672,null,null,null
2020-09-02T20:01:19Z,26.71,60.91,99,0,27.60,101.81,0.00,400.00,0.209445,0.216047,0.229070,0.214672,null,null,null
2020-09-02T20:01:49Z,26.73,60.93,99,0,26.31,101.81,0.00,400.00,0.210234,0.216734,0.228094,0.215344,null,null,null
2020-09-02T20:02:19Z,26.75,60.97,99,0,28.51,101.81,0.00,400.00,0.209734,0.216594,0.228234,0.214008,null,null,null
2020-09-02T20:02:49Z,26.75,60.99,99,0,45.60,101.82,0.00,400.00,0.207891,0.216836,0.227781,0.214742,null,null,null
2020-09-02T20:03:19Z,26.75,60.98,99,0,29.01,101.82,0.00,400.00,0.208687,0.217141,0.228234,0.214742,null,null,null
2020-09-02T20:03:49Z,26.72,60.98,99,0,30.45,101.81,0.00,400.00,0.209125,0.216953,0.226594,0.213859,null,null,null
2020-09-02T20:04:19Z,26.73,60.92,99,0,33.90,101.82,0.00,400.00,0.208414,0.215578,0.228984,0.214078,null,null,null
2020-09-02T20:04:49Z,26.72,60.94,99,0,27.08,101.82,0.00,400.00,0.209055,0.216078,0.227500,0.214578,null,null,null
2020-09-02T20:05:19Z,26.72,60.93,99,0,28.19,101.82,0.00,401.00,0.209688,0.216609,0.227383,0.215016,null,null,null
2020-09-02T20:05:49Z,26.72,60.91,99,0,41.74,101.81,0.00,401.00,0.207523,0.215937,0.227836,0.214648,null,null,null
2020-09-02T20:06:19Z,26.71,60.96,99,0,27.77,101.81,0.00,401.00,0.209844,0.216797,0.228242,0.214437,null,null,null
2020-09-02T20:06:49Z,26.72,60.89,99,0,27.14,101.82,0.00,401.00,0.210273,0.215914,0.227437,0.214023,null,null,null
2020-09-02T20:07:19Z,26.72,60.97,99,0,25.87,101.82,0.00,400.00,0.209000,0.217609,0.228516,0.215273,null,null,null
2020-09-02T20:07:49Z,26.71,60.95,99,0,25.90,101.82,0.00,400.00,0.207648,0.215945,0.227742,0.214883,null,null,null
2020-09-02T20:08:19Z,26.73,60.93,99,0,38.44,101.82,0.00,400.00,0.208672,0.215625,0.227586,0.214445,null,null,null
2020-09-02T20:08:49Z,26.72,60.93,99,0,35.06,101.82,0.00,400.00,0.209961,0.216820,0.226867,0.214305,null,null,null
2020-09-02T20:09:19Z,26.72,60.92,99,0,30.11,101.82,0.00,406.00,0.208977,0.216375,0.226375,0.215188,null,null,null
2020-09-02T20:09:49Z,26.72,60.91,99,0,30.43,101.82,0.00,406.00,0.208594,0.215836,0.228047,0.214531,null,null,null
2020-09-02T20:10:19Z,26.71,60.92,99,0,28.47,101.82,0.00,400.00,0.209602,0.216273,0.227609,0.214352,null,null,null
2020-09-02T20:10:49Z,26.75,60.89,99,0,40.78,101.82,0.00,400.00,0.207406,0.215320,0.227633,0.214664,null,null,null
2020-09-02T20:11:19Z,26.72,60.92,99,0,30.17,101.82,0.00,401.00,0.208102,0.215625,0.228914,0.215398,null,null,null
2020-09-02T20:11:49Z,26.72,60.91,99,0,27.28,101.83,0.00,401.00,0.208875,0.217078,0.227594,0.214922,null,null,null
2020-09-02T20:12:19Z,26.72,60.91,99,0,33.95,101.82,0.00,400.00,0.209516,0.216602,0.225930,0.214094,null,null,null
2020-09-02T20:12:49Z,26.72,60.90,99,0,28.70,101.82,0.00,400.00,0.209172,0.216602,0.227500,0.214734,null,null,null
2020-09-02T20:13:19Z,26.73,60.88,99,0,32.72,101.82,0.00,400.00,0.210141,0.217063,0.227445,0.214437,null,null,null
2020-09-02T20:13:49Z,26.72,60.90,99,0,29.81,101.82,0.00,400.00,0.208922,0.216328,0.226336,0.214813,null,null,null
2020-09-02T20:14:19Z,26.71,60.93,99,0,39.12,101.82,0.00,401.00,0.207750,0.216102,0.228313,0.214945,null,null,null
2020-09-02T20:14:49Z,26.69,60.90,99,0,27.64,101.83,0.00,401.00,0.209070,0.217688,0.228039,0.215008,null,null,null
2020-09-02T20:15:19Z,26.71,60.93,99,0,29.67,101.83,0.00,400.00,0.207094,0.214750,0.227289,0.213914,null,null,null
2020-09-02T20:15:49Z,26.72,60.90,99,0,40.85,101.83,0.00,400.00,0.210734,0.217531,0.228398,0.215156,null,null,null
2020-09-02T20:16:19Z,26.73,60.91,99,0,27.77,101.82,0.00,401.00,0.209141,0.217055,0.227281,0.215172,null,null,null
2020-09-02T20:16:49Z,26.71,60.87,99,0,23.86,101.82,0.00,401.00,0.209164,0.216312,0.229008,0.214773,null,null,null
2020-09-02T20:17:19Z,26.71,60.86,99,0,30.70,101.82,0.00,400.00,0.209219,0.216211,0.228492,0.215328,null,null,null
2020-09-02T20:17:49Z,26.73,60.89,99,0,29.73,101.83,0.00,400.00,0.208250,0.216148,0.226797,0.214250,null,null,null
2020-09-02T20:18:19Z,26.72,60.90,99,0,28.14,101.82,0.00,400.00,0.207445,0.215258,0.228203,0.214586,null,null,null
2020-09-02T20:18:49Z,26.72,60.89,99,0,27.64,101.83,0.00,400.00,0.209352,0.215477,0.226992,0.215195,null,null,null
2020-09-02T20:19:19Z,26.72,60.89,99,0,28.87,101.83,0.00,400.00,0.210508,0.216562,0.228383,0.214594,null,null,null
2020-09-02T20:19:49Z,26.72,60.90,99,0,25.70,101.83,0.00,400.00,0.210453,0.216445,0.229555,0.215039,null,null,null
2020-09-02T20:20:19Z,26.72,60.91,99,0,32.08,101.83,0.00,400.00,0.208945,0.215383,0.227867,0.214406,null,null,null
2020-09-02T20:20:49Z,26.71,60.91,99,0,29.68,101.83,0.00,400.00,0.210258,0.217352,0.228109,0.214687,null,null,null
2020-09-02T20:21:19Z,26.73,60.94,99,0,33.66,101.83,0.00,402.00,0.209352,0.217094,0.226156,0.214367,null,null,null
2020-09-02T20:21:49Z,26.75,60.89,99,0,27.08,101.83,0.00,402.00,0.208281,0.216930,0.227008,0.214867,null,null,null
2020-09-02T20:22:19Z,26.72,60.90,99,0,29.51,101.83,0.00,400.00,0.207797,0.216586,0.226531,0.214414,null,null,null
2020-09-02T20:22:49Z,26.72,60.91,99,0,30.89,101.83,0.00,400.00,0.208062,0.215070,0.228359,0.215055,null,null,null
2020-09-02T20:23:19Z,26.71,60.89,99,0,34.23,101.83,0.00,400.00,0.209438,0.217312,0.227891,0.214852,null,null,null
2020-09-02T20:23:49Z,26.73,60.84,99,0,30.14,101.83,0.00,400.00,0.207469,0.215680,0.225773,0.214289,null,null,null
2020-09-02T20:24:19Z,26.72,60.90,99,0,29.21,101.83,0.00,400.00,0.207766,0.215969,0.227336,0.214758,null,null,null
2020-09-02T20:24:49Z,26.72,60.85,99,0,33.50,101.83,0.00,400.00,0.209133,0.216391,0.227906,0.215250,null,null,null
2020-09-02T20:25:19Z,26.71,60.84,99,0,29.21,101.83,0.00,400.00,0.207195,0.214781,0.228898,0.214914,null,null,null
2020-09-02T20:25:49Z,26.72,60.82,99,0,35.26,101.83,0.00,400.00,0.209805,0.215680,0.227406,0.214180,null,null,null
2020-09-02T20:26:19Z,26.73,60.87,99,0,31.19,101.83,0.00,400.00,0.208602,0.215266,0.227898,0.214398,null,null,null
2020-09-02T20:26:49Z,26.71,60.89,99,0,30.56,101.83,0.00,400.00,0.208844,0.216164,0.228016,0.214516,null,null,null
2020-09-02T20:27:19Z,26.68,60.86,99,0,26.03,101.83,0.00,400.00,0.209297,0.216789,0.229500,0.215094,null,null,null
2020-09-02T20:27:49Z,26.71,60.92,99,0,25.19,101.83,0.00,400.00,0.209813,0.217055,0.228391,0.214469,null,null,null
2020-09-02T20:28:19Z,26.71,60.90,99,0,45.17,101.83,0.00,400.00,0.208562,0.216398,0.229164,0.215367,null,null,null
2020-09-02T20:28:49Z,26.71,60.87,99,0,29.61,101.83,0.00,400.00,0.208453,0.215805,0.227367,0.215555,null,null,null
2020-09-02T20:29:19Z,26.72,60.87,99,0,27.42,101.83,0.00,400.00,0.209445,0.215852,0.228492,0.215266,null,null,null
2020-09-02T20:29:49Z,26.72,60.86,99,0,27.22,101.83,0.00,400.00,0.209422,0.216438,0.227320,0.214648,null,null,null
2020-09-02T20:30:19Z,26.71,60.84,99,0,30.30,101.83,0.00,400.00,0.209531,0.216945,0.227938,0.214484,null,null,null
2020-09-02T20:30:49Z,26.69,60.84,99,0,27.30,101.83,0.00,400.00,0.208594,0.216195,0.227477,0.214703,null,null,null
2020-09-02T20:31:19Z,26.72,60.91,99,0,26.62,101.83,0.00,400.00,0.208344,0.216523,0.227305,0.214563,null,null,null
2020-09-02T20:31:49Z,26.72,60.90,99,0,33.72,101.83,0.00,400.00,0.210180,0.216438,0.226359,0.214687,null,null,null
2020-09-02T20:32:19Z,26.69,60.87,99,0,28.06,101.84,0.00,400.00,0.209359,0.216172,0.226508,0.214648,null,null,null
2020-09-02T20:32:49Z,26.71,60.90,99,0,29.05,101.83,0.00,400.00,0.208773,0.215508,0.227828,0.214375,null,null,null
2020-09-02T20:33:19Z,26.71,60.86,99,0,32.30,101.84,0.00,400.00,0.208945,0.216680,0.227453,0.214312,null,null,null
2020-09-02T20:33:49Z,26.69,60.86,99,0,28.70,101.84,0.00,400.00,0.209430,0.215680,0.227375,0.214883,null,null,null
